id,created_at,updated_at,deleted_at,title,selected_type,file
1233,2021-10-17 00:50:04.298608+03,2021-10-17 00:50:04.298608+03,,,,"{""FileName"":""Front Image no background-Smaller.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/1233/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
1182,2021-03-18 06:21:41.437743+03,2021-03-18 06:21:41.437743+03,2021-03-18 06:35:35.484149+03,,,"{""FileName"":""Screen Shot 2021-03-08 at 12.34.03 PM.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/1182/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
1204,2021-07-14 19:05:42.076749+03,2021-07-14 19:05:42.076749+03,2021-07-14 19:07:28.588966+03,,,"{""FileName"":""623C Main Saw Hoses-web.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/1204/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
1224,2021-07-16 18:29:51.573066+03,2021-07-16 18:29:51.573066+03,,,,"{""FileName"":""623C Rear View-web.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/1224/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
1210,2021-07-15 01:05:38.513622+03,2021-07-15 01:05:38.513622+03,2021-07-15 01:27:39.271766+03,,,"{""FileName"":""623C Delimb Cyl Hoses.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/1210/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
1211,2021-07-15 01:27:52.367926+03,2021-07-15 01:27:52.367926+03,,,,"{""FileName"":""623C Delimb Cyl Hoses.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/1211/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
1212,2021-07-15 02:00:46.036198+03,2021-07-15 02:00:46.036198+03,,,,"{""FileName"":""623C Main Saw Hoses-web.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/1212/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
1215,2021-07-15 22:52:47.086953+03,2021-07-15 22:52:47.086953+03,,,,"{""FileName"":""623C Valve First Design-web.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/1215/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
1223,2021-07-16 17:45:33.639716+03,2021-07-16 17:45:33.639716+03,,,,"{""FileName"":""623C Measuring Cylinder.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/1223/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
1225,2021-07-17 00:52:22.601034+03,2021-07-17 00:52:22.601034+03,,,,"{""FileName"":""623C Chain Oil Hoses.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/1225/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
1226,2021-07-17 01:01:58.8824+03,2021-07-17 01:01:58.8824+03,,,,"{""FileName"":""623C Chain Oil Hoses.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/1226/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
1227,2021-07-26 19:37:31.143027+03,2021-07-26 19:37:31.143027+03,,,,"{""FileName"":""Manifold 490+-web.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/1227/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
1228,2021-08-15 02:06:10.801301+03,2021-08-15 02:06:10.801301+03,,,,"{""FileName"":""Midnight_Edition-web.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/1228/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
1229,2021-08-15 17:09:56.14335+03,2021-08-15 17:09:56.14335+03,,,,"{""FileName"":""622B Head.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/1229/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
1230,2021-08-18 02:19:01.846778+03,2021-08-18 02:19:01.846778+03,,,,"{""FileName"":""Top Saw Manifold 622B 2000+.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/1230/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
1231,2021-08-18 19:00:39.027391+03,2021-08-18 19:00:39.027391+03,,,,"{""FileName"":""tilt lock coil valve.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/1231/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
239,2018-06-26 23:36:03.71027+03,2018-06-26 23:36:03.71027+03,,,,"{""FileName"":""TOP SAW MOTOR.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/239/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
240,2018-06-27 01:43:09.22387+03,2018-06-27 01:43:09.22387+03,,,,"{""FileName"":""108 FULL.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/240/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
241,2018-06-27 01:46:38.354049+03,2018-06-27 01:46:38.354049+03,,,,"{""FileName"":""108 FULL.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/241/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
225,2018-06-26 03:34:40.224696+03,2018-06-26 03:34:40.224696+03,2018-06-27 23:14:22.908571+03,,,"{""FileName"":""piston \u0026 saw house assembled.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/225/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
242,2018-06-27 23:55:12.211669+03,2018-06-27 23:55:12.211669+03,,,,"{""FileName"":""624_2.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/242/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
243,2018-06-27 23:55:26.418138+03,2018-06-27 23:55:26.418138+03,,,,"{""FileName"":""624_1.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/243/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
184,2018-06-05 01:24:48.307907+03,2018-06-28 01:39:26.400152+03,,,,"{""FileName"":""dogbonelink.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/184/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
185,2018-06-05 02:46:44.888812+03,2018-06-28 01:39:26.4087+03,,,,"{""FileName"":""blockthing.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/185/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
186,2018-06-05 03:29:22.635389+03,2018-06-28 01:39:26.414349+03,,,,"{""FileName"":""gaurd.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/186/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
187,2018-06-05 03:42:29.832725+03,2018-06-28 01:39:26.419491+03,,,,"{""FileName"":""gauuurd.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/187/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
188,2018-06-05 04:07:07.913934+03,2018-06-28 01:39:26.430882+03,,,,"{""FileName"":""pin.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/188/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
189,2018-06-05 04:25:56.732224+03,2018-06-28 01:39:26.441087+03,,,,"{""FileName"":""penand bolt.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/189/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
244,2018-06-28 02:11:35.364136+03,2018-06-28 02:11:35.364136+03,,,,"{""FileName"":""624_3.PNG"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/244/file.PNG"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
245,2018-06-28 03:00:49.260141+03,2018-06-28 03:00:49.260141+03,,,,"{""FileName"":""624_4.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/245/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
246,2018-06-28 03:32:45.021804+03,2018-06-28 03:32:45.021804+03,,,,"{""FileName"":""tiltystuff.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/246/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
247,2018-06-28 22:28:09.813951+03,2018-06-28 22:28:09.813951+03,,,,"{""FileName"":""624_5.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/247/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
248,2018-06-29 03:18:17.816314+03,2018-06-29 03:18:17.816314+03,,,,"{""FileName"":""delimb ARMS.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/248/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
249,2018-06-30 03:11:41.998699+03,2018-06-30 03:11:41.998699+03,,,,"{""FileName"":""108 FULL.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/249/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
250,2018-06-30 03:13:06.99094+03,2018-06-30 03:13:06.99094+03,,,,"{""FileName"":""PAGE 108_A.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/250/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
251,2018-06-30 03:16:34.152334+03,2018-06-30 03:16:34.152334+03,,,,"{""FileName"":""108 motor.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/251/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
252,2018-07-03 19:23:57.97303+03,2018-07-03 19:23:57.97303+03,,,,"{""FileName"":""bumper1.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/252/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
253,2018-07-03 20:33:00.613323+03,2018-07-03 20:33:00.613323+03,,,,"{""FileName"":""sk180502.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/253/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
254,2018-07-03 20:52:58.750542+03,2018-07-03 20:52:58.750542+03,,,,"{""FileName"":""rober.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/254/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
255,2018-07-03 23:31:49.641123+03,2018-07-03 23:31:49.641123+03,,,,"{""FileName"":""624 Right Feed Arm_WEB.jpg"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/255/file.jpg"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
256,2018-07-03 23:32:15.140451+03,2018-07-03 23:32:15.140451+03,,,,"{""FileName"":""624 Right Feed Arm.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/256/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
257,2018-07-04 01:02:26.892995+03,2018-07-04 01:02:26.892995+03,,,,"{""FileName"":""624 Fixed Motor.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/257/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
258,2018-07-04 01:06:44.669888+03,2018-07-04 01:06:44.669888+03,,,,"{""FileName"":""624 Measuring Arm.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/258/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
259,2018-07-04 01:11:42.183852+03,2018-07-04 01:11:42.183852+03,,,,"{""FileName"":""measuring.JPG"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/259/file.JPG"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
260,2018-07-04 01:51:32.963775+03,2018-07-04 01:51:32.963775+03,,,,"{""FileName"":""delimb ARMS.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/260/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
261,2018-07-04 19:22:01.179267+03,2018-07-04 19:22:01.179267+03,,,,"{""FileName"":""NoNumbering.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/261/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
262,2018-07-04 19:42:35.507033+03,2018-07-04 19:42:35.507033+03,,,,"{""FileName"":""Untitled-4.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/262/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
263,2018-07-04 21:10:36.700961+03,2018-07-04 21:10:36.700961+03,,,,"{""FileName"":""page 92.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/263/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
264,2018-07-04 21:17:36.176769+03,2018-07-04 21:17:36.176769+03,,,,"{""FileName"":""page 92_cut.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/264/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
265,2018-07-04 23:29:13.433035+03,2018-07-04 23:29:13.433035+03,,,,"{""FileName"":""NoNumbers.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/265/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
266,2018-07-05 02:16:39.701032+03,2018-07-05 02:16:39.701032+03,,,,"{""FileName"":""page 92.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/266/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
267,2018-07-05 02:22:44.232753+03,2018-07-05 02:22:44.232753+03,,,,"{""FileName"":""page 92_b_NEW_new.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/267/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
268,2018-07-05 03:21:51.815085+03,2018-07-05 03:21:51.815085+03,,,,"{""FileName"":""page 92_b_NEW_newblack\u0026white.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/268/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
269,2018-07-05 03:23:41.929419+03,2018-07-05 03:23:41.929419+03,,,,"{""FileName"":""page 92_a (2)b\u0026w.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/269/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
1234,2021-10-17 01:18:28.137872+03,2021-10-17 01:18:28.137872+03,,,,"{""FileName"":""Measure Arm Faded.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/1234/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
270,2018-07-05 04:03:55.969609+03,2018-07-05 04:03:55.969609+03,,,,"{""FileName"":""page 92b\u0026w.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/270/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
271,2018-07-05 21:39:58.407661+03,2018-07-05 21:39:58.407661+03,,,,"{""FileName"":""Tilt_NoLabel.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/271/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
272,2018-07-06 02:20:17.855391+03,2018-07-06 02:20:17.855391+03,,,,"{""FileName"":""MEASURINGCYL.JPG"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/272/file.JPG"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
273,2018-07-06 03:23:48.864046+03,2018-07-06 03:23:48.864046+03,,,,"{""FileName"":""delimbNo_Labels.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/273/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
274,2018-07-06 05:22:32.991829+03,2018-07-06 05:22:32.991829+03,,,,"{""FileName"":""tension bottom view.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/274/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
275,2018-07-06 19:47:52.594089+03,2018-07-06 19:47:52.594089+03,,,,"{""FileName"":""unlabeled.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/275/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
276,2018-07-06 22:47:03.303789+03,2018-07-06 22:47:03.303789+03,,,,"{""FileName"":""34 saw motor and sprocket.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/276/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
277,2018-07-09 22:13:48.587554+03,2018-07-09 22:13:48.587554+03,,,,"{""FileName"":""624 000-114 Valve Bank Description.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/277/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
278,2018-07-09 22:17:37.265676+03,2018-07-09 22:17:37.265676+03,,,,"{""FileName"":""624 000-114 Valve Bank Description no title.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/278/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
279,2018-07-09 22:37:54.849195+03,2018-07-09 22:37:54.849195+03,,,,"{""FileName"":""624 115+ Valve Bank Description No Title.jpg"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/279/file.jpg"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
280,2018-07-09 22:46:36.05972+03,2018-07-09 22:46:36.05972+03,,,,"{""FileName"":""Valve bank mounting 624_NoLabels.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/280/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
281,2018-07-09 23:40:39.057384+03,2018-07-09 23:40:39.057384+03,,,,"{""FileName"":""000-114 valve bank no labels .gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/281/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
282,2018-07-09 23:41:59.534723+03,2018-07-09 23:41:59.534723+03,,,,"{""FileName"":""valve bank.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/282/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
283,2018-07-10 00:31:02.768645+03,2018-07-10 00:31:02.768645+03,,,,"{""FileName"":""rods.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/283/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
284,2018-07-10 01:59:52.650397+03,2018-07-10 01:59:52.650397+03,,,,"{""FileName"":""624 000-114 Valve Bank Description no title.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/284/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
285,2018-07-10 02:10:38.238131+03,2018-07-10 02:10:38.238131+03,,,,"{""FileName"":""115+.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/285/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
286,2018-07-11 02:10:11.87773+03,2018-07-11 02:10:11.87773+03,,,,"{""FileName"":""Top Saw Manifold 115+ No Lables.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/286/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
287,2018-07-11 16:56:56.230327+03,2018-07-11 16:56:56.230327+03,,,,"{""FileName"":""measuringcyl.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/287/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
288,2018-07-11 19:07:38.229542+03,2018-07-11 19:07:38.229542+03,,,,"{""FileName"":""delimb.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/288/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
289,2018-07-11 19:28:27.487877+03,2018-07-11 19:28:27.487877+03,,,,"{""FileName"":""delimbcyl.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/289/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
290,2018-07-12 17:08:09.254921+03,2018-07-12 17:08:09.254921+03,,,,"{""FileName"":""PumpSide_NoLabels.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/290/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
291,2018-07-12 18:07:27.095311+03,2018-07-12 18:07:27.095311+03,,,,"{""FileName"":""feedarm.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/291/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
292,2018-07-12 19:52:41.886561+03,2018-07-12 19:52:41.886561+03,,,,"{""FileName"":""TILTCYL.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/292/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
293,2018-07-12 22:53:14.51335+03,2018-07-12 22:53:14.51335+03,,,,"{""FileName"":""mainsaw.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/293/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
294,2018-07-12 23:53:10.069526+03,2018-07-12 23:53:10.069526+03,,,,"{""FileName"":""Length Measuring_NoLabels.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/294/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
295,2018-07-18 20:51:16.957921+03,2018-07-18 20:51:16.957921+03,,,,"{""FileName"":""624 Delimb Hoses_No Labels.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/295/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
296,2018-07-20 22:55:37.217876+03,2018-07-20 22:55:37.217876+03,,,,"{""FileName"":""624 Delimb Hoses_No Labels.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/296/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
297,2018-07-20 22:55:50.779071+03,2018-07-20 22:55:50.779071+03,,,,"{""FileName"":""Feed Arm Cylinder_NoLabels.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/297/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
298,2018-07-21 01:09:57.415513+03,2018-07-21 01:09:57.415513+03,,,,"{""FileName"":""Feed Arm Cylinder_NoLabelsNewCyl.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/298/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
299,2018-07-21 21:08:59.193739+03,2018-07-21 21:08:59.193739+03,,,,"{""FileName"":""Tilt Hoses_NoLabel.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/299/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
300,2018-07-21 21:40:24.049151+03,2018-07-21 21:40:24.049151+03,,,,"{""FileName"":""Main Saw Hose_NoLabel.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/300/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
301,2018-07-21 22:21:15.795404+03,2018-07-21 22:21:15.795404+03,,,,"{""FileName"":""Main Saw Mtr and Sprocket_NoLabels.jpg"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/301/file.jpg"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
302,2018-07-21 22:38:10.971093+03,2018-07-21 22:38:10.971093+03,,,,"{""FileName"":""624 Super Plumbing the Pulse Oiler System.jpg"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/302/file.jpg"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
303,2018-07-21 22:53:27.045774+03,2018-07-21 22:53:27.045774+03,,,,"{""FileName"":""624 Super Oiler Plumbing.jpg"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/303/file.jpg"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
304,2018-07-22 00:59:46.132518+03,2018-07-22 00:59:46.132518+03,,,,"{""FileName"":""Top Saw.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/304/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
305,2018-07-22 01:05:20.518664+03,2018-07-22 01:05:20.518664+03,,,,"{""FileName"":""main saw changed cyl.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/305/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
306,2018-07-22 01:06:32.039765+03,2018-07-22 01:06:32.039765+03,,,,"{""FileName"":""main saw changed cyl.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/306/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
307,2018-07-22 01:20:22.040868+03,2018-07-22 01:20:22.040868+03,,,,"{""FileName"":""main saw changed cyl.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/307/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
308,2018-07-22 01:25:41.80925+03,2018-07-22 01:25:41.80925+03,,,,"{""FileName"":""main saw changed cyl.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/308/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
309,2018-07-22 02:00:09.448619+03,2018-07-22 02:00:09.448619+03,,,,"{""FileName"":""TILTCYL.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/309/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
310,2018-07-22 02:12:44.385+03,2018-07-22 02:12:44.385+03,,,,"{""FileName"":""main saw changed cyl.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/310/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
311,2018-07-23 20:25:19.502028+03,2018-07-23 20:25:19.502028+03,,,,"{""FileName"":""Top Saw_NoLabel.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/311/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
312,2018-07-23 20:55:18.499228+03,2018-07-23 20:55:18.499228+03,,,,"{""FileName"":""Top Saw_NoLabel.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/312/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
313,2018-07-24 01:54:42.211174+03,2018-07-24 01:54:42.211174+03,,,,"{""FileName"":""HM_1.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/313/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
314,2018-07-24 01:55:14.8418+03,2018-07-24 01:55:14.8418+03,,,,"{""FileName"":""HM_3.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/314/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
315,2018-07-24 01:55:25.505431+03,2018-07-24 01:55:25.505431+03,,,,"{""FileName"":""HM_2.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/315/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
316,2018-07-24 01:55:36.366291+03,2018-07-24 01:55:36.366291+03,,,,"{""FileName"":""HM_4.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/316/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
317,2018-07-24 23:31:39.174874+03,2018-07-24 23:31:39.174874+03,,,,"{""FileName"":""HM_3.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/317/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
318,2018-07-27 01:14:15.186963+03,2018-07-27 01:14:15.186963+03,,,,"{""FileName"":""single.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/318/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
319,2018-07-27 03:59:37.083468+03,2018-07-27 03:59:37.083468+03,,,,"{""FileName"":""Electrical no labels.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/319/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
320,2018-07-27 04:40:29.267665+03,2018-07-27 04:40:29.267665+03,,,,"{""FileName"":""Feed Cylinder Barrel.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/320/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
321,2018-07-27 04:58:16.492926+03,2018-07-27 04:58:16.492926+03,,,,"{""FileName"":""Feed Cylinderstuff.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/321/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
